ProductId,Area Code,Date,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Inventory,Margin,Marketing,Profit,Sales,Total Expenses,Product Name,Product Line,Product Type,Type,Market Size,Market,State,,,
12,319,1/7/2012,230,290,170,520,270,"1,834",332,102,197,602,135,Earl Grey,Leaves,Tea,Regular,Small Market,Central,Iowa,,,
5,641,1/7/2012,20,30,20,50,20,808,29,5,13,49,16,Caffe Mocha,Beans,Espresso,Regular,Small Market,Central,Iowa,,,
6,641,1/7/2012,0,50,40,50,0,559,43,0,31,43,12,Decaf Espresso,Beans,Espresso,Decaf,Small Market,Central,Iowa,,,
3,712,1/7/2012,20,30,20,50,23,605,31,7,12,54,19,Decaf Irish Cream,Beans,Coffee,Decaf,Small Market,Central,Iowa,,,
1,319,1/7/2012,20,40,30,60,25,854,36,7,17,61,19,Amaretto,Beans,Coffee,Regular,Small Market,Central,Iowa,,,
2,712,1/7/2012,30,40,20,70,34,"1,010",41,10,9,75,32,Columbian,Beans,Coffee,Regular,Small Market,Central,Iowa,,,
8,816,1/7/2012,50,70,10,120,59,338,82,53,-1,141,83,Chamomile,Leaves,Herbal Tea,Decaf,Small Market,Central,Missouri,,,
9,417,1/7/2012,100,40,0,140,120,"1,334",49,37,-12,169,61,Lemon,Leaves,Herbal Tea,Decaf,Small Market,Central,Missouri,,,
11,636,1/7/2012,30,60,30,90,44,258,59,14,17,103,42,Darjeeling,Leaves,Tea,Regular,Small Market,Central,Missouri,,,
12,816,1/7/2012,30,40,0,70,40,219,49,15,1,89,48,Earl Grey,Leaves,Tea,Regular,Small Market,Central,Missouri,,,
13,816,1/7/2012,30,40,0,70,36,252,46,13,0,82,46,Green Tea,Leaves,Tea,Regular,Small Market,Central,Missouri,,,
5,573,1/7/2012,40,60,40,100,35,894,52,9,32,87,20,Caffe Mocha,Beans,Espresso,Regular,Small Market,Central,Missouri,,,
6,314,1/7/2012,40,70,50,110,39,845,57,10,35,96,22,Decaf Espresso,Beans,Espresso,Decaf,Small Market,Central,Missouri,,,
3,314,1/7/2012,60,70,40,130,60,"1,070",72,18,32,132,40,Decaf Irish Cream,Beans,Coffee,Decaf,Small Market,Central,Missouri,,,
2,636,1/7/2012,80,90,40,170,76,613,93,28,31,169,62,Columbian,Beans,Coffee,Regular,Small Market,Central,Missouri,,,
8,740,1/7/2012,10,20,20,30,18,486,26,5,9,44,17,Chamomile,Leaves,Herbal Tea,Decaf,Major Market,Central,Ohio,,,
9,614,1/7/2012,10,40,40,50,23,868,34,6,16,57,18,Lemon,Leaves,Herbal Tea,Decaf,Major Market,Central,Ohio,,,
11,740,1/7/2012,90,160,100,250,114,822,172,37,104,286,68,Darjeeling,Leaves,Tea,Regular,Major Market,Central,Ohio,,,
12,513,1/7/2012,120,170,110,290,141,692,195,43,128,336,67,Earl Grey,Leaves,Tea,Regular,Major Market,Central,Ohio,,,
5,216,1/7/2012,160,180,120,340,145,"1,304",146,40,81,291,65,Caffe Mocha,Beans,Espresso,Regular,Major Market,Central,Ohio,,,
6,513,1/7/2012,50,80,30,130,51,419,64,19,11,115,53,Decaf Espresso,Beans,Espresso,Decaf,Major Market,Central,Ohio,,,
1,614,1/7/2012,40,70,40,110,47,420,63,15,20,110,43,Amaretto,Beans,Coffee,Regular,Major Market,Central,Ohio,,,
2,513,1/7/2012,30,50,30,80,34,432,51,10,18,85,33,Columbian,Beans,Coffee,Regular,Major Market,Central,Ohio,,,
3,330,1/7/2012,40,50,0,90,39,517,56,36,-9,95,65,Decaf Irish Cream,Beans,Coffee,Decaf,Major Market,Central,Ohio,,,
8,920,1/7/2012,30,60,40,90,39,380,65,12,29,104,36,Chamomile,Leaves,Herbal Tea,Decaf,Small Market,Central,Wisconsin,,,
9,262,1/7/2012,50,70,60,120,59,870,85,16,58,144,27,Lemon,Leaves,Herbal Tea,Decaf,Small Market,Central,Wisconsin,,,
11,920,1/7/2012,30,40,10,70,36,462,54,11,21,90,33,Darjeeling,Leaves,Tea,Regular,Small Market,Central,Wisconsin,,,
12,608,1/7/2012,40,50,0,90,47,622,66,42,-6,113,72,Earl Grey,Leaves,Tea,Regular,Small Market,Central,Wisconsin,,,
5,608,1/7/2012,90,130,90,220,86,"1,081",103,26,56,189,47,Caffe Mocha,Beans,Espresso,Regular,Small Market,Central,Wisconsin,,,
6,920,1/7/2012,50,80,60,130,50,587,65,16,36,115,29,Decaf Espresso,Beans,Espresso,Decaf,Small Market,Central,Wisconsin,,,
1,920,1/7/2012,60,70,20,130,59,403,74,22,18,133,56,Amaretto,Beans,Coffee,Regular,Small Market,Central,Wisconsin,,,
2,262,1/7/2012,130,180,60,310,124,717,173,112,32,297,141,Columbian,Beans,Coffee,Regular,Small Market,Central,Wisconsin,,,
3,920,1/7/2012,100,130,80,230,97,575,130,32,71,227,59,Decaf Irish Cream,Beans,Coffee,Decaf,Small Market,Central,Wisconsin,,,
11,203,1/7/2012,30,60,50,90,35,894,52,9,32,87,20,Darjeeling,Leaves,Tea,Regular,Small Market,East,Connecticut,,,
13,860,1/7/2012,20,30,20,50,20,814,31,5,15,51,16,Green Tea,Leaves,Tea,Regular,Small Market,East,Connecticut,,,
9,959,1/7/2012,50,80,40,130,76,613,93,28,32,169,61,Lemon,Leaves,Herbal Tea,Decaf,Small Market,East,Connecticut,,,
10,959,1/7/2012,40,60,40,100,60,"1,070",72,18,33,132,39,Mint,Leaves,Herbal Tea,Decaf,Small Market,East,Connecticut,,,
5,860,1/7/2012,40,70,20,110,47,622,66,42,-5,113,71,Caffe Mocha,Beans,Espresso,Regular,Small Market,East,Connecticut,,,
6,203,1/7/2012,40,50,20,90,43,388,57,14,16,100,41,Decaf Espresso,Beans,Espresso,Decaf,Small Market,East,Connecticut,,,
2,203,1/7/2012,80,130,90,210,90,"1,148",135,29,75,225,60,Columbian,Beans,Coffee,Regular,Small Market,East,Connecticut,,,
11,386,1/7/2012,40,70,50,110,45,885,65,12,41,110,24,Darjeeling,Leaves,Tea,Regular,Major Market,East,Florida,,,
13,954,1/7/2012,60,90,70,150,59,870,85,16,58,144,27,Green Tea,Leaves,Tea,Regular,Major Market,East,Florida,,,
8,863,1/7/2012,30,50,30,80,50,587,65,16,36,115,29,Chamomile,Leaves,Herbal Tea,Decaf,Major Market,East,Florida,,,
9,904,1/7/2012,40,60,30,100,59,403,74,22,19,133,55,Lemon,Leaves,Herbal Tea,Decaf,Major Market,East,Florida,,,
10,904,1/7/2012,60,80,50,140,86,"1,081",103,26,55,189,48,Mint,Leaves,Herbal Tea,Decaf,Major Market,East,Florida,,,
5,386,1/7/2012,110,180,60,290,124,717,173,112,32,297,141,Caffe Mocha,Beans,Espresso,Regular,Major Market,East,Florida,,,
6,863,1/7/2012,90,130,80,220,97,575,130,32,71,227,59,Decaf Espresso,Beans,Espresso,Decaf,Major Market,East,Florida,,,
2,904,1/7/2012,100,170,120,270,114,822,172,37,104,286,68,Columbian,Beans,Coffee,Regular,Major Market,East,Florida,,,
3,727,1/7/2012,130,180,130,310,141,692,195,43,129,336,66,Decaf Irish Cream,Beans,Coffee,Decaf,Major Market,East,Florida,,,
11,413,1/7/2012,20,40,30,60,23,868,34,6,16,57,18,Darjeeling,Leaves,Tea,Regular,Major Market,East,Massachusetts,,,
13,339,1/7/2012,10,30,20,40,18,486,26,5,9,44,17,Green Tea,Leaves,Tea,Regular,Major Market,East,Massachusetts,,,
9,978,1/7/2012,30,50,20,80,51,419,64,19,11,115,53,Lemon,Leaves,Herbal Tea,Decaf,Major Market,East,Massachusetts,,,
5,978,1/7/2012,30,70,20,100,39,560,72,36,7,111,65,Caffe Mocha,Beans,Espresso,Regular,Major Market,East,Massachusetts,,,
7,617,1/7/2012,130,150,100,280,145,"1,304",146,40,81,291,65,Regular Espresso,Beans,Espresso,Regular,Major Market,East,Massachusetts,,,
2,508,1/7/2012,40,590,560,630,52,"-1,493",613,17,564,665,49,Columbian,Beans,Coffee,Regular,Major Market,East,Massachusetts,,,
11,603,1/7/2012,20,40,30,60,25,854,36,7,17,61,19,Darjeeling,Leaves,Tea,Regular,Small Market,East,New Hampshire,,,
13,603,1/7/2012,0,40,30,40,0,559,43,0,31,43,12,Green Tea,Leaves,Tea,Regular,Small Market,East,New Hampshire,,,
9,603,1/7/2012,20,40,10,60,36,252,46,13,0,82,46,Lemon,Leaves,Herbal Tea,Decaf,Small Market,East,New Hampshire,,,
5,603,1/7/2012,50,80,10,130,59,338,82,53,-1,141,83,Caffe Mocha,Beans,Espresso,Regular,Small Market,East,New Hampshire,,,
7,603,1/7/2012,30,50,10,80,40,219,49,15,0,89,49,Regular Espresso,Beans,Espresso,Regular,Small Market,East,New Hampshire,,,
1,603,1/7/2012,50,90,70,140,61,329,90,19,49,151,41,Amaretto,Beans,Coffee,Regular,Small Market,East,New Hampshire,,,
2,603,1/7/2012,60,90,60,150,64,467,96,21,43,160,53,Columbian,Beans,Coffee,Regular,Small Market,East,New Hampshire,,,
11,212,1/7/2012,130,200,160,330,127,"1,007",185,35,138,312,47,Darjeeling,Leaves,Tea,Regular,Major Market,East,New York,,,
12,518,1/7/2012,110,160,120,270,104,952,152,29,111,256,41,Earl Grey,Leaves,Tea,Regular,Major Market,East,New York,,,
13,315,1/7/2012,90,150,120,240,94,608,136,26,98,230,38,Green Tea,Leaves,Tea,Regular,Major Market,East,New York,,,
9,516,1/7/2012,200,410,310,610,270,"1,781",523,102,388,793,135,Lemon,Leaves,Herbal Tea,Decaf,Major Market,East,New York,,,
10,716,1/7/2012,190,-40,-110,150,260,"3,076",-62,80,-164,198,102,Mint,Leaves,Herbal Tea,Decaf,Major Market,East,New York,,,
7,585,1/7/2012,250,280,190,530,266,"1,355",280,74,182,546,98,Regular Espresso,Beans,Espresso,Regular,Major Market,East,New York,,,
5,347,1/7/2012,150,-80,-240,70,162,"2,321",-85,147,-266,77,181,Caffe Mocha,Beans,Espresso,Regular,Major Market,East,New York,,,
2,845,1/7/2012,340,520,370,860,364,"2,654",548,127,370,912,178,Columbian,Beans,Coffee,Regular,Major Market,East,New York,,,
3,318,1/7/2012,70,110,90,180,59,870,85,16,58,144,27,Decaf Irish Cream,Beans,Coffee,Decaf,Small Market,South,Louisiana,,,
2,318,1/7/2012,50,70,50,120,40,843,59,11,36,99,23,Columbian,Beans,Coffee,Regular,Small Market,South,Louisiana,,,
8,318,1/7/2012,40,60,40,100,46,587,60,15,32,106,28,Chamomile,Leaves,Herbal Tea,Decaf,Small Market,South,Louisiana,,,
9,318,1/7/2012,70,90,40,160,76,613,93,28,31,169,62,Lemon,Leaves,Herbal Tea,Decaf,Small Market,South,Louisiana,,,
4,985,1/7/2012,40,50,0,90,47,-395,66,42,-6,113,72,Caffe Latte,Beans,Espresso,Regular,Small Market,South,Louisiana,,,
5,225,1/7/2012,30,50,30,80,39,380,65,12,30,104,35,Caffe Mocha,Beans,Espresso,Regular,Small Market,South,Louisiana,,,
6,225,1/7/2012,30,40,20,70,36,462,54,11,21,90,33,Decaf Espresso,Beans,Espresso,Decaf,Small Market,South,Louisiana,,,
3,505,1/7/2012,150,60,10,210,120,"1,334",49,37,-11,169,60,Decaf Irish Cream,Beans,Coffee,Decaf,Small Market,South,New Mexico,,,
2,505,1/7/2012,80,120,70,200,64,467,96,21,44,160,52,Columbian,Beans,Coffee,Regular,Small Market,South,New Mexico,,,
8,505,1/7/2012,20,30,20,50,25,854,36,7,17,61,19,Chamomile,Leaves,Herbal Tea,Decaf,Small Market,South,New Mexico,,,
9,505,1/7/2012,30,40,20,70,34,"1,010",41,10,10,75,31,Lemon,Leaves,Herbal Tea,Decaf,Small Market,South,New Mexico,,,
4,505,1/7/2012,30,40,10,70,40,-258,49,15,1,89,48,Caffe Latte,Beans,Espresso,Regular,Small Market,South,New Mexico,,,
5,505,1/7/2012,50,70,0,120,59,338,82,53,-1,141,83,Caffe Mocha,Beans,Espresso,Regular,Small Market,South,New Mexico,,,
6,505,1/7/2012,30,50,20,80,44,258,59,14,18,103,41,Decaf Espresso,Beans,Espresso,Decaf,Small Market,South,New Mexico,,,
3,405,1/7/2012,20,50,40,70,23,868,34,6,16,57,18,Decaf Irish Cream,Beans,Coffee,Decaf,Small Market,South,Oklahoma,,,
2,580,1/7/2012,50,60,40,110,41,592,53,13,28,94,25,Columbian,Beans,Coffee,Regular,Small Market,South,Oklahoma,,,
9,405,1/7/2012,110,180,60,290,124,717,173,112,32,297,141,Lemon,Leaves,Herbal Tea,Decaf,Small Market,South,Oklahoma,,,
8,405,1/7/2012,50,80,30,130,59,403,74,22,19,133,55,Chamomile,Leaves,Herbal Tea,Decaf,Small Market,South,Oklahoma,,,
4,580,1/7/2012,120,160,110,280,141,-942,195,43,128,336,67,Caffe Latte,Beans,Espresso,Regular,Small Market,South,Oklahoma,,,
5,918,1/7/2012,10,20,20,30,18,486,26,5,9,44,17,Caffe Mocha,Beans,Espresso,Regular,Small Market,South,Oklahoma,,,
6,580,1/7/2012,90,150,100,240,114,822,172,37,103,286,69,Decaf Espresso,Beans,Espresso,Decaf,Small Market,South,Oklahoma,,,
3,682,1/8/2012,60,90,70,150,52,554,68,17,39,120,29,Decaf Irish Cream,Beans,Coffee,Decaf,Major Market,South,Texas,,,
9,281,1/4/2013,40,60,30,100,43,363,64,13,40,114,37,Lemon,Leaves,Herbal Tea,Decaf,Major Market,South,Texas,,,
8,682,1/9/2013,50,70,40,120,53,410,72,17,40,133,45,Chamomile,Leaves,Herbal Tea,Decaf,Major Market,South,Texas,,,
4,817,1/8/2013,40,70,40,110,52,-587,79,17,41,130,46,Caffe Latte,Beans,Espresso,Regular,Major Market,South,Texas,,,
4,682,1/7/2013,40,70,40,110,52,-456,79,17,41,130,46,Caffe Latte,Beans,Espresso,Regular,Major Market,South,Texas,,,
8,512,1/4/2013,50,70,40,120,55,336,74,18,42,137,46,Chamomile,Leaves,Herbal Tea,Decaf,Major Market,South,Texas,,,
9,254,1/1/2012,50,80,50,130,57,364,83,18,42,140,41,Lemon,Leaves,Herbal Tea,Decaf,Major Market,South,Texas,,,
1,435,1/7/2012,70,90,60,160,60,"1,070",72,18,32,132,40,Amaretto,Beans,Coffee,Regular,Small Market,West,Utah,,,
2,801,1/7/2012,50,70,40,120,43,388,57,14,16,100,41,Columbian,Beans,Coffee,Regular,Small Market,West,Utah,,,
8,435,1/7/2012,50,80,60,130,61,329,90,19,48,151,42,Chamomile,Leaves,Herbal Tea,Decaf,Small Market,West,Utah,,,
9,435,1/7/2012,50,90,60,140,64,467,96,21,44,160,52,Lemon,Leaves,Herbal Tea,Decaf,Small Market,West,Utah,,,
10,801,1/7/2012,100,40,-10,140,120,"1,334",49,37,-12,169,61,Mint,Leaves,Herbal Tea,Decaf,Small Market,West,Utah,,,
11,435,1/7/2012,30,60,10,90,59,338,82,53,0,141,82,Darjeeling,Leaves,Tea,Regular,Small Market,West,Utah,,,
12,435,1/7/2012,20,50,30,70,44,258,59,14,17,103,42,Earl Grey,Leaves,Tea,Regular,Small Market,West,Utah,,,
13,435,1/7/2012,20,40,20,60,40,219,49,15,1,89,48,Green Tea,Leaves,Tea,Regular,Small Market,West,Utah,,,
3,435,1/7/2012,90,120,70,210,76,613,93,28,31,169,62,Decaf Irish Cream,Beans,Coffee,Decaf,Small Market,West,Utah,,,
4,801,1/7/2012,30,60,50,90,39,845,57,10,36,96,21,Caffe Latte,Beans,Espresso,Regular,Small Market,West,Utah,,,
5,801,1/7/2012,40,60,40,100,46,587,60,15,32,106,28,Caffe Mocha,Beans,Espresso,Regular,Small Market,West,Utah,,,
6,801,1/7/2012,30,50,40,80,35,894,52,9,31,87,21,Decaf Espresso,Beans,Espresso,Decaf,Small Market,West,Utah,,,
1,209,1/7/2012,190,-90,-150,100,154,"1,832",-67,49,-138,87,71,Amaretto,Beans,Coffee,Regular,Major Market,West,California,,,
2,707,1/7/2012,450,690,530,"1,140",364,"2,654",548,127,370,912,178,Columbian,Beans,Coffee,Regular,Major Market,West,California,,,
8,805,1/7/2012,100,170,150,270,127,"1,007",185,35,139,312,46,Chamomile,Leaves,Herbal Tea,Decaf,Major Market,West,California,,,
9,650,1/7/2012,220,270,200,490,260,"1,319",307,80,205,567,102,Lemon,Leaves,Herbal Tea,Decaf,Major Market,West,California,,,
10,831,1/7/2012,70,100,70,170,87,564,112,28,72,199,40,Mint,Leaves,Herbal Tea,Decaf,Major Market,West,California,,,
11,562,1/7/2012,60,110,100,170,104,952,152,29,112,256,40,Darjeeling,Leaves,Tea,Regular,Major Market,West,California,,,
12,831,1/7/2012,60,90,80,150,94,608,136,26,98,230,38,Earl Grey,Leaves,Tea,Regular,Major Market,West,California,,,
13,415,1/7/2012,30,50,20,80,52,668,79,17,30,131,49,Green Tea,Leaves,Tea,Regular,Major Market,West,California,,,
3,707,1/7/2012,290,-40,-150,250,238,"2,797",-36,78,-157,202,121,Decaf Irish Cream,Beans,Coffee,Decaf,Major Market,West,California,,,
4,818,1/7/2012,250,260,170,510,266,"1,819",266,74,167,532,99,Caffe Latte,Beans,Espresso,Regular,Major Market,West,California,,,
5,562,1/7/2012,150,220,60,370,162,943,225,147,45,387,180,Caffe Mocha,Beans,Espresso,Regular,Major Market,West,California,,,
6,650,1/7/2012,270,380,260,650,291,"1,742",387,96,259,678,128,Decaf Espresso,Beans,Espresso,Decaf,Major Market,West,California,,,
2,775,1/7/2012,40,60,20,100,36,252,46,13,-1,82,47,Columbian,Beans,Coffee,Regular,Small Market,West,Nevada,,,
8,775,1/7/2012,130,210,70,340,162,943,225,147,45,387,180,Chamomile,Leaves,Herbal Tea,Decaf,Small Market,West,Nevada,,,
9,775,1/7/2012,200,290,200,490,238,"1,190",329,78,208,567,121,Lemon,Leaves,Herbal Tea,Decaf,Small Market,West,Nevada,,,
10,775,1/7/2012,130,200,150,330,154,833,222,49,150,376,72,Mint,Leaves,Herbal Tea,Decaf,Small Market,West,Nevada,,,
11,702,1/7/2012,190,270,190,460,291,"1,742",387,96,258,678,129,Darjeeling,Leaves,Tea,Regular,Small Market,West,Nevada,,,
12,775,1/7/2012,170,190,130,360,266,"1,819",266,74,168,532,98,Earl Grey,Leaves,Tea,Regular,Small Market,West,Nevada,,,
13,702,1/7/2012,170,-170,-250,0,270,"5,230",-270,102,-378,27,135,Green Tea,Leaves,Tea,Regular,Small Market,West,Nevada,,,
3,775,1/7/2012,40,50,30,90,34,"1,010",41,10,9,75,32,Decaf Irish Cream,Beans,Coffee,Decaf,Small Market,West,Nevada,,,
4,702,1/7/2012,0,40,30,40,0,559,43,0,32,43,11,Caffe Latte,Beans,Espresso,Regular,Small Market,West,Nevada,,,
5,775,1/7/2012,20,30,20,50,25,854,36,7,17,61,19,Caffe Mocha,Beans,Espresso,Regular,Small Market,West,Nevada,,,
6,702,1/7/2012,10,30,20,40,20,808,29,5,12,49,17,Decaf Espresso,Beans,Espresso,Decaf,Small Market,West,Nevada,,,
1,971,1/7/2012,40,70,20,110,39,517,56,36,-10,95,66,Amaretto,Beans,Coffee,Regular,Small Market,West,Oregon,,,
2,971,1/7/2012,40,70,20,110,39,478,55,12,0,94,55,Columbian,Beans,Coffee,Regular,Small Market,West,Oregon,,,
8,503,1/7/2012,20,40,40,60,30,829,44,8,24,74,20,Chamomile,Leaves,Herbal Tea,Decaf,Small Market,West,Oregon,,,
9,503,1/7/2012,30,50,30,80,41,592,53,13,27,94,26,Lemon,Leaves,Herbal Tea,Decaf,Small Market,West,Oregon,,,
11,541,1/7/2012,10,10,10,20,18,486,26,5,9,44,17,Darjeeling,Leaves,Tea,Regular,Small Market,West,Oregon,,,
12,503,1/7/2012,70,120,80,190,114,822,172,37,104,286,68,Earl Grey,Leaves,Tea,Regular,Small Market,West,Oregon,,,
13,503,1/7/2012,90,130,90,220,141,692,195,43,129,336,66,Green Tea,Leaves,Tea,Regular,Small Market,West,Oregon,,,
3,503,1/7/2012,40,60,40,100,34,432,51,10,18,85,33,Decaf Irish Cream,Beans,Coffee,Decaf,Small Market,West,Oregon,,,
4,971,1/7/2012,40,70,30,110,51,419,64,19,12,115,52,Caffe Latte,Beans,Espresso,Regular,Small Market,West,Oregon,,,
5,503,1/7/2012,40,60,30,100,47,420,63,15,20,110,43,Caffe Mocha,Beans,Espresso,Regular,Small Market,West,Oregon,,,
6,541,1/7/2012,130,140,90,270,145,"1,304",146,40,81,291,65,Decaf Espresso,Beans,Espresso,Decaf,Small Market,West,Oregon,,,
8,425,1/7/2012,70,120,80,190,90,"1,148",135,29,75,225,60,Chamomile,Leaves,Herbal Tea,Decaf,Small Market,West,Washington,,,
9,509,1/7/2012,30,50,50,80,40,843,59,11,37,99,22,Lemon,Leaves,Herbal Tea,Decaf,Small Market,West,Washington,,,
11,509,1/7/2012,20,50,30,70,39,380,65,12,29,104,36,Darjeeling,Leaves,Tea,Regular,Small Market,West,Washington,,,
12,509,1/7/2012,20,40,30,60,36,462,54,11,20,90,34,Earl Grey,Leaves,Tea,Regular,Small Market,West,Washington,,,
13,253,1/7/2012,30,40,0,70,47,622,66,42,-5,113,71,Green Tea,Leaves,Tea,Regular,Small Market,West,Washington,,,
2,425,1/7/2012,100,160,120,260,86,463,125,27,75,211,50,Columbian,Beans,Coffee,Regular,Small Market,West,Washington,,,
3,360,1/7/2012,150,220,100,370,124,717,173,112,31,297,142,Decaf Irish Cream,Beans,Coffee,Decaf,Small Market,West,Washington,,,
4,206,1/7/2012,40,70,50,110,50,587,65,16,36,115,29,Caffe Latte,Beans,Espresso,Regular,Small Market,West,Washington,,,
5,206,1/7/2012,50,70,20,120,59,403,74,22,18,133,56,Caffe Mocha,Beans,Espresso,Regular,Small Market,West,Washington,,,
6,253,1/7/2012,80,100,70,180,86,"1,081",103,26,56,189,47,Decaf Espresso,Beans,Espresso,Decaf,Small Market,West,Washington,,,
8,303,1/8/2012,120,130,80,250,145,"1,292",146,40,82,291,64,Chamomile,Leaves,Herbal Tea,Decaf,Major Market,Central,Colorado,,,
9,970,1/8/2012,30,40,0,70,37,513,52,33,-10,89,62,Lemon,Leaves,Herbal Tea,Decaf,Major Market,Central,Colorado,,,
10,303,1/8/2012,30,60,30,90,46,415,62,15,20,108,42,Mint,Leaves,Herbal Tea,Decaf,Major Market,Central,Colorado,,,
11,720,1/8/2012,40,50,10,90,49,414,60,18,9,109,51,Darjeeling,Leaves,Tea,Regular,Major Market,Central,Colorado,,,
12,970,1/8/2012,30,50,20,80,41,"1,046",50,12,16,91,34,Earl Grey,Leaves,Tea,Regular,Major Market,Central,Colorado,,,
13,719,1/8/2012,50,80,50,130,68,587,87,22,53,155,34,Green Tea,Leaves,Tea,Regular,Major Market,Central,Colorado,,,
5,720,1/8/2012,110,170,130,280,100,598,145,28,105,245,40,Caffe Mocha,Beans,Espresso,Regular,Major Market,Central,Colorado,,,
6,719,1/8/2012,60,90,50,150,52,662,79,17,30,131,49,Decaf Espresso,Beans,Espresso,Decaf,Major Market,Central,Colorado,,,
3,719,1/8/2012,130,200,160,330,132,994,191,36,144,323,47,Decaf Irish Cream,Beans,Coffee,Decaf,Major Market,Central,Colorado,,,
1,720,1/8/2012,130,180,140,310,123,941,178,34,133,301,45,Amaretto,Beans,Coffee,Regular,Major Market,Central,Colorado,,,
2,719,1/8/2012,50,70,50,120,52,554,68,17,39,120,29,Columbian,Beans,Coffee,Regular,Major Market,Central,Colorado,,,
8,630,1/8/2012,100,160,140,260,123,941,178,34,132,301,46,Chamomile,Leaves,Herbal Tea,Decaf,Major Market,Central,Illinois,,,
9,847,1/8/2012,40,60,40,100,52,554,68,17,39,120,29,Lemon,Leaves,Herbal Tea,Decaf,Major Market,Central,Illinois,,,
10,309,1/8/2012,110,170,140,280,132,994,191,36,143,323,48,Mint,Leaves,Herbal Tea,Decaf,Major Market,Central,Illinois,,,
11,217,1/8/2012,80,130,100,210,100,598,145,28,105,245,40,Darjeeling,Leaves,Tea,Regular,Major Market,Central,Illinois,,,
12,618,1/8/2012,40,70,30,110,52,662,79,17,30,131,49,Earl Grey,Leaves,Tea,Regular,Major Market,Central,Illinois,,,
5,630,1/8/2012,340,470,340,810,295,"1,714",392,97,262,687,130,Caffe Mocha,Beans,Espresso,Regular,Major Market,Central,Illinois,,,
6,847,1/8/2012,300,320,220,620,266,"1,797",266,74,167,532,99,Decaf Espresso,Beans,Espresso,Decaf,Major Market,Central,Illinois,,,
3,630,1/8/2012,160,230,170,390,154,817,222,49,150,376,72,Decaf Irish Cream,Beans,Coffee,Decaf,Major Market,Central,Illinois,,,
2,847,1/8/2012,200,290,190,490,196,"1,167",271,64,163,467,108,Columbian,Beans,Coffee,Regular,Major Market,Central,Illinois,,,
8,712,1/8/2012,250,350,250,600,295,"1,714",392,97,262,687,130,Chamomile,Leaves,Herbal Tea,Decaf,Small Market,Central,Iowa,,,
9,712,1/8/2012,130,200,150,330,154,817,222,49,151,376,71,Lemon,Leaves,Herbal Tea,Decaf,Small Market,Central,Iowa,,,
11,515,1/8/2012,220,240,150,460,266,"1,797",266,74,167,532,99,Darjeeling,Leaves,Tea,Regular,Small Market,Central,Iowa,,,
12,515,1/8/2012,240,310,180,550,284,"1,809",348,107,207,632,141,Earl Grey,Leaves,Tea,Regular,Small Market,Central,Iowa,,,
5,712,1/8/2012,20,40,30,60,23,806,35,6,18,58,17,Caffe Mocha,Beans,Espresso,Regular,Small Market,Central,Iowa,,,
6,515,1/8/2012,0,50,40,50,0,516,43,0,31,43,12,Decaf Espresso,Beans,Espresso,Decaf,Small Market,Central,Iowa,,,
2,563,1/8/2012,40,50,20,90,41,"1,007",49,12,15,90,34,Columbian,Beans,Coffee,Regular,Small Market,Central,Iowa,,,
3,641,1/8/2012,10,20,10,30,14,602,18,4,1,32,17,Decaf Irish Cream,Beans,Coffee,Decaf,Small Market,Central,Iowa,,,
1,641,1/8/2012,20,40,30,60,25,851,38,7,19,63,19,Amaretto,Beans,Coffee,Regular,Small Market,Central,Iowa,,,
8,314,1/8/2012,50,80,20,130,63,332,88,57,2,151,86,Chamomile,Leaves,Herbal Tea,Decaf,Small Market,Central,Missouri,,,
9,573,1/8/2012,100,20,-20,120,120,"1,439",19,37,-41,139,60,Lemon,Leaves,Herbal Tea,Decaf,Small Market,Central,Missouri,,,
11,816,1/8/2012,30,60,30,90,45,253,60,14,19,105,41,Darjeeling,Leaves,Tea,Regular,Small Market,Central,Missouri,,,
12,660,1/8/2012,20,30,-10,50,29,215,36,11,-9,65,45,Earl Grey,Leaves,Tea,Regular,Small Market,Central,Missouri,,,
13,417,1/8/2012,30,40,0,70,38,248,48,14,1,86,47,Green Tea,Leaves,Tea,Regular,Small Market,Central,Missouri,,,
5,314,1/8/2012,30,60,40,90,34,890,49,9,29,83,20,Caffe Mocha,Beans,Espresso,Regular,Small Market,Central,Missouri,,,
6,417,1/8/2012,30,60,50,90,32,841,48,8,28,80,20,Decaf Espresso,Beans,Espresso,Decaf,Small Market,Central,Missouri,,,
2,417,1/8/2012,70,90,40,160,72,606,88,27,27,160,61,Columbian,Beans,Coffee,Regular,Small Market,Central,Missouri,,,
3,816,1/8/2012,50,60,30,110,50,"1,064",60,15,24,110,36,Decaf Irish Cream,Beans,Coffee,Decaf,Small Market,Central,Missouri,,,
8,567,1/8/2012,10,20,20,30,16,484,25,4,9,41,16,Chamomile,Leaves,Herbal Tea,Decaf,Major Market,Central,Ohio,,,
9,330,1/8/2012,10,30,30,40,22,865,33,6,16,55,17,Lemon,Leaves,Herbal Tea,Decaf,Major Market,Central,Ohio,,,
11,234,1/8/2012,90,160,100,250,114,810,172,37,103,286,69,Darjeeling,Leaves,Tea,Regular,Major Market,Central,Ohio,,,
12,330,1/8/2012,90,150,100,240,116,678,161,35,103,277,58,Earl Grey,Leaves,Tea,Regular,Major Market,Central,Ohio,,,
